run_id,baseline,model_profile,model_name,base_model_memory_mb,reserve_target_mb,full_res,global_res,roi_res,roi_count_requested,roi_count_effective,adapter_count,active_top_k_requested,active_top_k_effective,adapter_structure,visual_tokens,visual_memory_mb,resident_adapter_memory_mb,temporary_load_buffer_mb,estimated_peak_memory_mb,estimated_peak_memory_gb,reserve_pass,reserve_headroom_mb,load_count,evict_count,hold_count,latency_proxy_ms,policy_trace
costsim-00413,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,4,1,1,shared_budget_conditioned,2048,1269.76,265,96,10630.76,10.382,True,10361.24,1,0,0,72.53,allow_initial_plan
costsim-00414,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,4,2,2,shared_budget_conditioned,2048,1269.76,310,96,10675.76,10.426,True,10316.24,2,0,0,80.53,allow_initial_plan
costsim-00415,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,4,4,4,shared_budget_conditioned,2048,1269.76,400,180,10849.76,10.595,True,10142.24,4,0,0,96.53,allow_initial_plan
costsim-00416,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,8,1,1,shared_budget_conditioned,2048,1269.76,265,96,10630.76,10.382,True,10361.24,1,0,0,72.53,allow_initial_plan
costsim-00417,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,8,2,2,shared_budget_conditioned,2048,1269.76,310,96,10675.76,10.426,True,10316.24,2,0,0,80.53,allow_initial_plan
costsim-00418,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,8,4,4,shared_budget_conditioned,2048,1269.76,400,180,10849.76,10.595,True,10142.24,4,0,0,96.53,allow_initial_plan
costsim-00419,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,16,1,1,shared_budget_conditioned,2048,1269.76,265,96,10630.76,10.382,True,10361.24,1,0,0,72.53,allow_initial_plan
costsim-00420,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,16,2,2,shared_budget_conditioned,2048,1269.76,310,96,10675.76,10.426,True,10316.24,2,0,0,80.53,allow_initial_plan
costsim-00421,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,16,4,4,shared_budget_conditioned,2048,1269.76,400,180,10849.76,10.595,True,10142.24,4,0,0,96.53,allow_initial_plan
costsim-00422,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,32,1,1,shared_budget_conditioned,2048,1269.76,265,96,10630.76,10.382,True,10361.24,1,0,0,72.53,allow_initial_plan
costsim-00423,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,32,2,2,shared_budget_conditioned,2048,1269.76,310,96,10675.76,10.426,True,10316.24,2,0,0,80.53,allow_initial_plan
costsim-00424,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,1,1,32,4,4,shared_budget_conditioned,2048,1269.76,400,180,10849.76,10.595,True,10142.24,4,0,0,96.53,allow_initial_plan
costsim-00425,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,4,1,1,shared_budget_conditioned,4096,2539.52,265,96,11900.52,11.622,True,9091.48,1,0,0,95.06,allow_initial_plan
costsim-00426,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,4,2,2,shared_budget_conditioned,4096,2539.52,310,96,11945.52,11.666,True,9046.48,2,0,0,103.06,allow_initial_plan
costsim-00427,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,4,4,4,shared_budget_conditioned,4096,2539.52,400,180,12119.52,11.835,True,8872.48,4,0,0,119.06,allow_initial_plan
costsim-00428,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,8,1,1,shared_budget_conditioned,4096,2539.52,265,96,11900.52,11.622,True,9091.48,1,0,0,95.06,allow_initial_plan
costsim-00429,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,8,2,2,shared_budget_conditioned,4096,2539.52,310,96,11945.52,11.666,True,9046.48,2,0,0,103.06,allow_initial_plan
costsim-00430,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,8,4,4,shared_budget_conditioned,4096,2539.52,400,180,12119.52,11.835,True,8872.48,4,0,0,119.06,allow_initial_plan
costsim-00431,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,16,1,1,shared_budget_conditioned,4096,2539.52,265,96,11900.52,11.622,True,9091.48,1,0,0,95.06,allow_initial_plan
costsim-00432,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,16,2,2,shared_budget_conditioned,4096,2539.52,310,96,11945.52,11.666,True,9046.48,2,0,0,103.06,allow_initial_plan
costsim-00433,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,16,4,4,shared_budget_conditioned,4096,2539.52,400,180,12119.52,11.835,True,8872.48,4,0,0,119.06,allow_initial_plan
costsim-00434,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,32,1,1,shared_budget_conditioned,4096,2539.52,265,96,11900.52,11.622,True,9091.48,1,0,0,95.06,allow_initial_plan
costsim-00435,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,32,2,2,shared_budget_conditioned,4096,2539.52,310,96,11945.52,11.666,True,9046.48,2,0,0,103.06,allow_initial_plan
costsim-00436,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,3,3,32,4,4,shared_budget_conditioned,4096,2539.52,400,180,12119.52,11.835,True,8872.48,4,0,0,119.06,allow_initial_plan
costsim-00437,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,4,1,1,shared_budget_conditioned,6144,3809.28,265,96,13170.28,12.862,True,7821.72,1,0,0,117.58,allow_initial_plan
costsim-00438,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,4,2,2,shared_budget_conditioned,6144,3809.28,310,96,13215.28,12.906,True,7776.72,2,0,0,125.58,allow_initial_plan
costsim-00439,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,4,4,4,shared_budget_conditioned,6144,3809.28,400,180,13389.28,13.075,True,7602.72,4,0,0,141.58,allow_initial_plan
costsim-00440,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,8,1,1,shared_budget_conditioned,6144,3809.28,265,96,13170.28,12.862,True,7821.72,1,0,0,117.58,allow_initial_plan
costsim-00441,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,8,2,2,shared_budget_conditioned,6144,3809.28,310,96,13215.28,12.906,True,7776.72,2,0,0,125.58,allow_initial_plan
costsim-00442,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,8,4,4,shared_budget_conditioned,6144,3809.28,400,180,13389.28,13.075,True,7602.72,4,0,0,141.58,allow_initial_plan
costsim-00443,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,16,1,1,shared_budget_conditioned,6144,3809.28,265,96,13170.28,12.862,True,7821.72,1,0,0,117.58,allow_initial_plan
costsim-00444,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,16,2,2,shared_budget_conditioned,6144,3809.28,310,96,13215.28,12.906,True,7776.72,2,0,0,125.58,allow_initial_plan
costsim-00445,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,16,4,4,shared_budget_conditioned,6144,3809.28,400,180,13389.28,13.075,True,7602.72,4,0,0,141.58,allow_initial_plan
costsim-00446,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,32,1,1,shared_budget_conditioned,6144,3809.28,265,96,13170.28,12.862,True,7821.72,1,0,0,117.58,allow_initial_plan
costsim-00447,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,32,2,2,shared_budget_conditioned,6144,3809.28,310,96,13215.28,12.906,True,7776.72,2,0,0,125.58,allow_initial_plan
costsim-00448,B7-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,2048,1344x1344,448x448,448x448,5,5,32,4,4,shared_budget_conditioned,6144,3809.28,400,180,13389.28,13.075,True,7602.72,4,0,0,141.58,allow_initial_plan
costsim-00449,B0,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,0,0,0,0,0,none,576,357.12,0.0,0.0,9357.12,9.138,True,9586.88,0,0,0,48.34,n/a
costsim-00450,B0,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,448x448,336x336,0,0,0,0,0,none,1024,634.88,0.0,0.0,9634.88,9.409,True,9309.12,0,0,0,53.26,n/a
costsim-00451,B1,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1024x1024,336x336,336x336,0,0,0,0,0,none,5476,3395.12,0.0,0.0,12395.12,12.105,True,6548.88,0,0,0,102.24,n/a
costsim-00452,B1,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,0,0,0,0,0,none,9216,5713.92,0.0,0.0,14713.92,14.369,True,4230.08,0,0,0,143.38,n/a
costsim-00453,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,0,0,0,none,1152,714.24,0.0,0.0,9714.24,9.487,True,9229.76,0,0,0,54.67,n/a
costsim-00454,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,0,0,0,none,2304,1428.48,0.0,0.0,10428.48,10.184,True,8515.52,0,0,0,67.34,n/a
costsim-00455,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,0,0,0,none,3456,2142.72,0.0,0.0,11142.72,10.882,True,7801.28,0,0,0,80.02,n/a
costsim-00456,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,0,0,0,none,1600,992.0,0.0,0.0,9992.0,9.758,True,8952.0,0,0,0,59.6,n/a
costsim-00457,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,0,0,0,none,3648,2261.76,0.0,0.0,11261.76,10.998,True,7682.24,0,0,0,82.13,n/a
costsim-00458,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,5,5,0,0,0,none,5696,3531.52,0.0,0.0,12531.52,12.238,True,6412.48,0,0,0,104.66,n/a
costsim-00459,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,448x448,336x336,1,1,0,0,0,none,1600,992.0,0.0,0.0,9992.0,9.758,True,8952.0,0,0,0,59.6,n/a
costsim-00460,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,448x448,336x336,3,3,0,0,0,none,2752,1706.24,0.0,0.0,10706.24,10.455,True,8237.76,0,0,0,72.27,n/a
costsim-00461,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,448x448,336x336,5,5,0,0,0,none,3904,2420.48,0.0,0.0,11420.48,11.153,True,7523.52,0,0,0,84.94,n/a
costsim-00462,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,448x448,448x448,1,1,0,0,0,none,2048,1269.76,0.0,0.0,10269.76,10.029,True,8674.24,0,0,0,64.53,n/a
costsim-00463,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,448x448,448x448,3,3,0,0,0,none,4096,2539.52,0.0,0.0,11539.52,11.269,True,7404.48,0,0,0,87.06,n/a
costsim-00464,B2,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,448x448,448x448,5,5,0,0,0,none,6144,3809.28,0.0,0.0,12809.28,12.509,True,6134.72,0,0,0,109.58,n/a
costsim-00465,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,4,1,1,independent_all_resident,1152,714.24,720,96,10530.24,10.283,True,8413.76,1,0,0,72.67,n/a
costsim-00466,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,4,2,2,independent_all_resident,1152,714.24,720,96,10530.24,10.283,True,8413.76,2,0,0,90.67,n/a
costsim-00467,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,4,4,4,independent_all_resident,1152,714.24,720,96,10530.24,10.283,True,8413.76,4,0,0,126.67,n/a
costsim-00468,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,8,1,1,independent_all_resident,1152,714.24,1440,96,11250.24,10.987,True,7693.76,1,0,0,72.67,n/a
costsim-00469,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,8,2,2,independent_all_resident,1152,714.24,1440,96,11250.24,10.987,True,7693.76,2,0,0,90.67,n/a
costsim-00470,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,8,4,4,independent_all_resident,1152,714.24,1440,96,11250.24,10.987,True,7693.76,4,0,0,126.67,n/a
costsim-00471,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,16,1,1,independent_all_resident,1152,714.24,2880,96,12690.24,12.393,True,6253.76,1,0,0,72.67,n/a
costsim-00472,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,16,2,2,independent_all_resident,1152,714.24,2880,96,12690.24,12.393,True,6253.76,2,0,0,90.67,n/a
costsim-00473,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,16,4,4,independent_all_resident,1152,714.24,2880,96,12690.24,12.393,True,6253.76,4,0,0,126.67,n/a
costsim-00474,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,32,1,1,independent_all_resident,1152,714.24,5760,96,15570.24,15.205,True,3373.76,1,0,0,72.67,n/a
costsim-00475,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,32,2,2,independent_all_resident,1152,714.24,5760,96,15570.24,15.205,True,3373.76,2,0,0,90.67,n/a
costsim-00476,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,1,1,32,4,4,independent_all_resident,1152,714.24,5760,96,15570.24,15.205,True,3373.76,4,0,0,126.67,n/a
costsim-00477,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,4,1,1,independent_all_resident,2304,1428.48,720,96,11244.48,10.981,True,7699.52,1,0,0,85.34,n/a
costsim-00478,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,4,2,2,independent_all_resident,2304,1428.48,720,96,11244.48,10.981,True,7699.52,2,0,0,103.34,n/a
costsim-00479,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,4,4,4,independent_all_resident,2304,1428.48,720,96,11244.48,10.981,True,7699.52,4,0,0,139.34,n/a
costsim-00480,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,8,1,1,independent_all_resident,2304,1428.48,1440,96,11964.48,11.684,True,6979.52,1,0,0,85.34,n/a
costsim-00481,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,8,2,2,independent_all_resident,2304,1428.48,1440,96,11964.48,11.684,True,6979.52,2,0,0,103.34,n/a
costsim-00482,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,8,4,4,independent_all_resident,2304,1428.48,1440,96,11964.48,11.684,True,6979.52,4,0,0,139.34,n/a
costsim-00483,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,16,1,1,independent_all_resident,2304,1428.48,2880,96,13404.48,13.09,True,5539.52,1,0,0,85.34,n/a
costsim-00484,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,16,2,2,independent_all_resident,2304,1428.48,2880,96,13404.48,13.09,True,5539.52,2,0,0,103.34,n/a
costsim-00485,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,16,4,4,independent_all_resident,2304,1428.48,2880,96,13404.48,13.09,True,5539.52,4,0,0,139.34,n/a
costsim-00486,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,32,1,1,independent_all_resident,2304,1428.48,5760,96,16284.48,15.903,True,2659.52,1,0,0,85.34,n/a
costsim-00487,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,32,2,2,independent_all_resident,2304,1428.48,5760,96,16284.48,15.903,True,2659.52,2,0,0,103.34,n/a
costsim-00488,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,3,3,32,4,4,independent_all_resident,2304,1428.48,5760,96,16284.48,15.903,True,2659.52,4,0,0,139.34,n/a
costsim-00489,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,4,1,1,independent_all_resident,3456,2142.72,720,96,11958.72,11.678,True,6985.28,1,0,0,98.02,n/a
costsim-00490,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,4,2,2,independent_all_resident,3456,2142.72,720,96,11958.72,11.678,True,6985.28,2,0,0,116.02,n/a
costsim-00491,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,4,4,4,independent_all_resident,3456,2142.72,720,96,11958.72,11.678,True,6985.28,4,0,0,152.02,n/a
costsim-00492,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,8,1,1,independent_all_resident,3456,2142.72,1440,96,12678.72,12.382,True,6265.28,1,0,0,98.02,n/a
costsim-00493,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,8,2,2,independent_all_resident,3456,2142.72,1440,96,12678.72,12.382,True,6265.28,2,0,0,116.02,n/a
costsim-00494,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,8,4,4,independent_all_resident,3456,2142.72,1440,96,12678.72,12.382,True,6265.28,4,0,0,152.02,n/a
costsim-00495,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,16,1,1,independent_all_resident,3456,2142.72,2880,96,14118.72,13.788,True,4825.28,1,0,0,98.02,n/a
costsim-00496,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,16,2,2,independent_all_resident,3456,2142.72,2880,96,14118.72,13.788,True,4825.28,2,0,0,116.02,n/a
costsim-00497,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,16,4,4,independent_all_resident,3456,2142.72,2880,96,14118.72,13.788,True,4825.28,4,0,0,152.02,n/a
costsim-00498,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,32,1,1,independent_all_resident,3456,2142.72,5760,96,16998.72,16.6,True,1945.28,1,0,0,98.02,n/a
costsim-00499,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,32,2,2,independent_all_resident,3456,2142.72,5760,96,16998.72,16.6,True,1945.28,2,0,0,116.02,n/a
costsim-00500,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,336x336,5,5,32,4,4,independent_all_resident,3456,2142.72,5760,96,16998.72,16.6,True,1945.28,4,0,0,152.02,n/a
costsim-00501,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,4,1,1,independent_all_resident,1600,992.0,720,96,10808.0,10.555,True,8136.0,1,0,0,77.6,n/a
costsim-00502,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,4,2,2,independent_all_resident,1600,992.0,720,96,10808.0,10.555,True,8136.0,2,0,0,95.6,n/a
costsim-00503,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,4,4,4,independent_all_resident,1600,992.0,720,96,10808.0,10.555,True,8136.0,4,0,0,131.6,n/a
costsim-00504,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,8,1,1,independent_all_resident,1600,992.0,1440,96,11528.0,11.258,True,7416.0,1,0,0,77.6,n/a
costsim-00505,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,8,2,2,independent_all_resident,1600,992.0,1440,96,11528.0,11.258,True,7416.0,2,0,0,95.6,n/a
costsim-00506,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,8,4,4,independent_all_resident,1600,992.0,1440,96,11528.0,11.258,True,7416.0,4,0,0,131.6,n/a
costsim-00507,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,16,1,1,independent_all_resident,1600,992.0,2880,96,12968.0,12.664,True,5976.0,1,0,0,77.6,n/a
costsim-00508,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,16,2,2,independent_all_resident,1600,992.0,2880,96,12968.0,12.664,True,5976.0,2,0,0,95.6,n/a
costsim-00509,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,16,4,4,independent_all_resident,1600,992.0,2880,96,12968.0,12.664,True,5976.0,4,0,0,131.6,n/a
costsim-00510,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,32,1,1,independent_all_resident,1600,992.0,5760,96,15848.0,15.477,True,3096.0,1,0,0,77.6,n/a
costsim-00511,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,32,2,2,independent_all_resident,1600,992.0,5760,96,15848.0,15.477,True,3096.0,2,0,0,95.6,n/a
costsim-00512,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,1,1,32,4,4,independent_all_resident,1600,992.0,5760,96,15848.0,15.477,True,3096.0,4,0,0,131.6,n/a
costsim-00513,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,4,1,1,independent_all_resident,3648,2261.76,720,96,12077.76,11.795,True,6866.24,1,0,0,100.13,n/a
costsim-00514,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,4,2,2,independent_all_resident,3648,2261.76,720,96,12077.76,11.795,True,6866.24,2,0,0,118.13,n/a
costsim-00515,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,4,4,4,independent_all_resident,3648,2261.76,720,96,12077.76,11.795,True,6866.24,4,0,0,154.13,n/a
costsim-00516,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,8,1,1,independent_all_resident,3648,2261.76,1440,96,12797.76,12.498,True,6146.24,1,0,0,100.13,n/a
costsim-00517,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,8,2,2,independent_all_resident,3648,2261.76,1440,96,12797.76,12.498,True,6146.24,2,0,0,118.13,n/a
costsim-00518,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,8,4,4,independent_all_resident,3648,2261.76,1440,96,12797.76,12.498,True,6146.24,4,0,0,154.13,n/a
costsim-00519,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,16,1,1,independent_all_resident,3648,2261.76,2880,96,14237.76,13.904,True,4706.24,1,0,0,100.13,n/a
costsim-00520,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,16,2,2,independent_all_resident,3648,2261.76,2880,96,14237.76,13.904,True,4706.24,2,0,0,118.13,n/a
costsim-00521,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,16,4,4,independent_all_resident,3648,2261.76,2880,96,14237.76,13.904,True,4706.24,4,0,0,154.13,n/a
costsim-00522,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,32,1,1,independent_all_resident,3648,2261.76,5760,96,17117.76,16.717,True,1826.24,1,0,0,100.13,n/a
costsim-00523,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,32,2,2,independent_all_resident,3648,2261.76,5760,96,17117.76,16.717,True,1826.24,2,0,0,118.13,n/a
costsim-00524,B4-lite,compact_7b_4bit,Compact 7B 4-bit VLM proxy,9000,4096,1344x1344,336x336,448x448,3,3,32,4,4,independent_all_resident,3648,2261.76,5760,96,17117.76,16.717,True,1826.24,4,0,0,154.13,n/a
